"Respostas e iGovTI 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foram omitidas as respostas a alguns itens do questionário (questão 5.10, itens das questões 1.8, 4.3, 6.1, 6.2 e 6.3), com vistas a não identificar individualmente os respondentes, de acordo com o Acórdão 3.117/2014-TCU-Plenário, item 9.1.3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Instituição","DescSeg","iGovTI2014","11_a","11_b","11_c","11_d","11_e","11_f","12_a","12_b","12_c","12_d","13_a","13_b","13_c","13_d","14_a","14_b","14_c","14_d","15_a","15_b","15_c","15_d","15_e","16_a","17_a","17_b","17_c","17_d","17_e","18_a","18_b","18_c","18_d","18_e","18_f","21_a","21_b","21_c","21_d","21_e","21_f","21_g","21_h","21_i","21_j","22_a","22_b","22_c","22_d","22_e","22_f","22_g","22_h","22_i","22_j","31_a","31_b","31_c","31_d","32_a","32_b","32_c","32_d","32_e","32_f","32_g","32_h","32_i","41_a","41_b","41_c","41_d","41_e","41_f","41_g","41_h","42_a","42_b","42_c","43_b1","51_a","51_b","51_c","51_d","51_e","51_f","51_g","51_h","51_i","51_j","51_k","51_l","51_m","51_n","52_a","52_b","52_c","52_d","52_e","52_f","53_a","53_b","53_c","53_d","53_e","54_a","54_b","54_c","54_d","54_e","54_f","54_g","54_h","54_i","54_j","54_k","54_l","54_m","54_n","54_o","54_p","54_q","54_r","54_s","54_t","54_u","55_a","55_b","55_c","55_d","55_e","56_a","56_b","56_c","56_d","56_e","56_f","57_a","57_b","57_c","57_d","57_e","57_f","57_g","57_h","57_i","58_a","58_b","58_c","58_d","58_e","59_a","59_b","59_c","59_d","59_e","61_a3","61_a4","61_b3","61_b4","61_c3","61_c4","61_d3","61_d4","61_e3","61_e4","62_a","62_b","621_a4","621_a5","621_b4","621_b5","621_c4","621_c5","621_d4","621_d5","621_e4","621_e5","622_a5","622_a6","622_b5","622_b6","622_c5","622_c6","622_d5","622_d6","622_e5","622_e6","63_a3","63_a4","63_b3","63_b4","63_c3","63_c4","63_d3","63_d4","63_e3","63_e4","64_a","64_b","64_c","64_d","64_e","64_f","64_g","64_h","Utilidade"
140,"Executivo - Sisp",36%,5,5,5,5,2,2,5,3,3,3,5,5,5,4,2,2,2,2,4,4,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,5,5,3,5,5,4,4,4,4,5,4,5,5,5,5,4,5,4,3,5,4,4,3,3,2,2,2,5,2,2,5,2,2,4,4,4,4,2,5,4,2,2,3,2,1,3,2,3,2,2,2,4,2,2,2,4,3,3,2,3,2,2,2,2,2,3,3,3,2,2,4,3,3,5,3,4,4,2,2,2,2,2,2,2,4,2,4,2,4,4,2,3,2,2,4,2,3,3,2,2,2,2,5,5,5,5,5,5,5,5,2,5,5,3,3,5,5,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,2,2,2,2,5
141,"Executivo - Sisp",50%,5,5,5,5,3,2,5,5,5,5,5,4,5,4,2,4,2,2,2,2,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,3,5,5,4,2,4,3,2,2,4,2,2,5,3,2,4,5,3,4,4,4,4,4,4,4,1,1,4,5,3,2,3,2,4,2,2,2,4,3,2,2,4,5,5,4,4,3,2,2,2,2,2,5,5,5,3,5,4,2,2,2,4,2,2,4,2,5,2,4,2,2,2,2,3,2,2,4,2,2,3,2,2,2,4,5,5,5,4,5,5,5,5,2,5,5,3,4,5,5,5,5,5,5,60,100,40,100,,,,,,,1,,60,35,30,50,100,0,80,20,,,,,,,,,,,,,89,100,,,,,,,,,5,4,4,4,3,4,2,5,4
142,"Executivo - Sisp",44%,4,2,2,2,4,4,4,5,5,5,4,2,4,2,4,4,2,2,2,2,2,2,2,4,2,2,2,4,5,2,2,2,2,2,4,5,5,4,2,5,5,5,5,5,5,5,5,5,4,5,2,4,5,4,5,4,4,2,2,5,5,5,4,2,2,5,2,2,2,2,4,2,2,4,2,2,2,4,2,1,4,2,4,2,2,2,4,2,2,2,4,2,4,2,2,2,3,4,4,2,4,4,4,4,2,5,5,5,4,3,2,2,4,2,2,4,2,4,2,4,2,4,2,2,2,5,5,2,2,4,5,4,4,2,2,2,2,5,5,5,5,5,4,5,4,5,5,5,2,2,2,5,5,2,2,2,99,99,100,99,99,100,99,99,100,,10,99,5,100,1,1,100,0,100,0,,,,,,,100,0,100,0,100,0,100,0,100,0,99,7,100,80,100,99,9,100,99,9,100,99,9,100,4,4,2,2,2,2,2,5,5
143,"Executivo - Sisp",57%,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,4,1,5,1,5,5,3,3,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,3,5,3,1,5,4,5,2,5,3,2,5,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,,5,3,5,3,5,3,5,3,5,3,5,3,5,3,3,3,5,3,3,3,3,3,3,3,3,5,5,3,5,5,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,5,5,1,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,48,100,80,100,12,100,,,,,1,1,25,30,,,,,,,,,100,0,,,,,,,,,95,100,99,100,90,100,20,100,0,0,1,1,1,1,1,1,1,1,5
144,"Executivo - Sisp",47%,5,5,5,4,2,2,4,5,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,2,2,2,4,3,5,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,5,4,5,3,2,2,4,4,2,2,2,3,4,4,3,3,3,3,3,3,4,4,2,,3,3,3,3,3,3,4,4,3,3,5,5,5,4,3,4,5,4,4,2,3,3,3,3,3,5,3,3,3,5,5,4,3,3,4,3,3,4,3,4,3,4,3,3,4,4,5,4,4,4,3,5,4,2,3,3,2,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,4,5,1,85,,,,,,,,,1,1,35,55,,,,,,,,,100,0,100,0,100,50,,,,,100,100,3000,1200,100,100,3000,5000,500,500,4,2,2,2,4,2,2,1,5
145,"Executivo - Sisp",43%,4,2,4,3,2,2,2,5,5,4,5,5,5,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,4,2,3,2,5,5,5,5,5,5,4,4,5,2,5,5,5,5,5,4,4,4,4,3,4,5,5,5,5,4,2,2,4,2,2,2,3,2,4,4,4,4,3,3,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,5,2,4,2,4,2,4,2,2,4,2,3,2,2,2,2,4,2,2,4,2,4,2,4,4,4,4,2,2,4,5,4,5,4,3,5,4,5,4,5,2,2,2,3,5,4,4,2,1,100,100,60,1,100,1,0,,,1,1,5,0,5,5,50,50,,,,,0,0,0,0,,,,,,,95,100,19000,14500,55000,55000,,,,,4,4,5,4,5,2,2,5,4
146,"Executivo - Dest",25%,5,1,5,5,1,4,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,4,4,4,4,5,4,5,5,4,4,5,4,4,5,4,2,1,1,1,1,1,1,1,1,1,1,5,4,2,5,1,1,1,4,4,5,5,2,4,1,1,1,1,1,1,1,1,1,1,1,,1,1,4,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,2,2,5,5,4,5,5,2,2,5,5,5,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,2,4,2,2,2,4
147,"Executivo - Sisp",18%,2,3,2,4,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,2,4,4,3,2,2,4,4,4,4,3,2,3,4,2,2,5,4,4,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,5,4,4,4,4,2,4,4,4,2,2,5,5,5,4,5,4,5,5,4,5,5,3,3,5,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,2,2,2,5,5
148,"Executivo - Sisp",66%,4,5,4,2,5,5,5,5,5,5,5,4,5,5,3,4,5,5,2,2,3,3,3,2,2,2,3,5,5,1,1,1,1,1,1,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,3,3,5,2,5,2,2,3,5,5,5,3,2,5,4,2,5,5,2,1,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,4,4,5,5,4,4,4,4,5,5,5,5,5,5,4,4,4,3,3,3,4,4,2,2,5,2,5,2,2,5,3,5,5,3,4,5,2,4,4,2,2,2,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,4,100,100,80,60,100,100,90,100,,,1,1,25,0,37,25,54,10,85,0,,,100,0,100,28,100,0,100,30,,,100,100,80,60,100,100,90,100,,,5,5,4,5,4,2,2,5,5
149,"Executivo - Sisp",27%,4,4,2,4,2,2,4,5,4,4,4,2,4,2,3,2,2,2,3,3,2,2,2,2,4,4,2,2,2,1,1,1,1,1,1,3,4,2,2,4,4,2,4,4,5,5,5,5,5,4,4,5,4,4,5,3,2,2,2,5,2,2,5,4,5,2,2,2,4,4,5,2,2,4,4,4,2,2,2,,2,2,2,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,5,5,5,2,2,2,2,2,5,4,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,5,2,3,2,2,2,4,5,5,4,4,4,4,5,4,5,4,5,2,2,5,4,4,2,2,5,0,0,0,0,0,0,0,0,0,0,1,1,60,10,55,0,77,0,,,,,0,0,12,0,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,3,2,2,2,4
150,"Executivo - Sisp",38%,3,2,3,2,2,2,4,5,5,5,3,4,5,4,3,4,3,4,2,3,2,3,2,4,2,2,2,4,5,2,3,2,2,2,2,3,3,5,3,3,4,4,3,4,2,3,5,4,3,5,5,5,4,5,4,2,4,2,4,4,3,4,4,4,4,3,2,2,4,3,3,3,3,5,5,5,2,2,2,,3,3,3,3,4,4,3,3,4,4,4,3,4,3,3,3,3,4,4,3,4,4,3,3,2,5,5,5,4,4,4,3,3,3,4,4,3,3,2,4,3,4,3,4,3,4,4,4,3,2,2,4,3,2,2,2,3,5,5,5,5,5,4,5,5,4,4,4,4,4,2,4,2,3,3,2,100,100,100,90,100,100,100,90,100,100,,,,,,,,,,,,,,,,,,,,,,,90,60,100,100,100,80,100,100,90,80,4,4,4,4,3,3,4,4,5
151,"Executivo - Sisp",41%,3,3,2,4,2,2,3,5,4,3,3,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,2,4,4,5,3,5,5,4,4,3,3,5,5,2,5,5,5,5,5,3,2,3,3,2,4,5,2,2,5,2,2,2,2,2,5,2,2,3,4,4,4,4,4,4,2,4,4,2,,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,2,2,4,4,3,3,3,5,5,5,4,3,4,3,4,4,4,3,3,5,3,5,3,4,3,3,4,4,4,3,2,4,5,2,4,3,2,2,5,4,4,4,5,5,4,5,5,5,4,5,2,2,5,5,5,2,2,5,0,100,1,100,1,100,1200,80,,,1,,80,0,40,0,,,,,,,,,,,,,,,,,99,5,99,3,99,5,98,800,100,99,5,99,1,,,4,4,4,4,3,3,2,5,5
152,"Executivo - Sisp",71%,5,5,3,5,4,4,5,5,4,5,5,5,5,4,3,4,3,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,2,2,5,2,2,2,2,2,5,5,5,5,4,4,4,2,5,5,4,1,3,3,3,3,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,4,4,4,4,4,5,4,5,5,5,4,3,5,5,5,4,3,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,0,4,100,0,5,78,0,65,100,0,25,100,0,38,100,1,,30,0,10,0,90,10,,,,,,,,,,,,,,,0,8,70,100,95,,,,,,,4,4,2,4,2,2,2,5,5
153,"Executivo - Sisp",62%,5,5,5,5,3,4,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,4,5,4,2,2,4,4,4,5,5,3,3,3,2,1,5,5,5,3,5,4,2,5,2,2,4,4,3,4,4,3,3,4,4,4,5,2,4,4,5,5,5,5,4,4,2,2,4,2,,4,4,4,4,3,5,4,5,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,2,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,50,100,100,100,25,100,50,100,70,100,1,1,1,0,16,11,68,0,27,0,90,70,100,0,100,0,80,40,100,0,100,0,100,100,100,99,70,100,99,5,100,25,100,4,4,4,4,4,4,2,5,5
154,"Executivo - Sisp",59%,4,3,2,4,2,2,5,4,4,5,3,3,5,4,4,4,4,4,4,4,3,3,1,5,3,3,4,4,4,2,2,2,2,2,2,4,5,4,5,4,3,3,3,5,2,5,3,4,2,5,5,3,5,3,3,5,5,3,4,5,3,3,5,2,2,3,1,2,3,5,5,4,5,5,5,5,5,5,5,,3,3,3,3,4,3,4,3,2,2,4,3,4,3,3,3,3,4,4,2,4,4,3,4,3,5,5,5,4,4,4,4,3,3,3,4,3,3,3,2,2,5,5,5,4,3,4,4,4,4,3,4,5,3,3,3,4,5,5,5,5,5,5,5,3,5,5,5,3,3,5,4,5,3,3,5,50,50,100,100,100,85,100,69,100,72,1,1,75,20,30,7,20,8,5,0,85,60,100,0,100,0,,,,,,,99,85,99,87,99,85,99,87,99,87,99,99,99,7,99,91,99,7,99,2,5,4,4,4,3,1,1,5,5
155,"Executivo - Sisp",35%,5,5,3,2,2,2,2,4,4,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,5,1,1,1,1,1,1,5,5,4,4,4,3,3,3,5,5,5,4,3,2,3,3,3,3,3,3,4,4,2,5,4,2,2,5,5,3,3,2,2,4,4,5,4,4,5,4,4,4,4,4,,2,2,1,1,1,1,1,1,1,1,1,1,5,1,4,2,2,2,2,2,3,3,3,3,3,5,3,3,3,5,2,2,4,4,3,2,2,2,2,2,2,3,3,3,3,5,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,5,5,5,4,5,4,5,2,2,2,4,5,2,2,2,100,80,5,100,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,2,2,2,2,5
156,"Executivo - Sisp",59%,4,4,2,5,2,2,4,5,5,5,3,3,5,3,5,4,3,3,3,3,3,3,3,3,3,3,3,4,4,2,4,2,2,2,5,4,5,5,2,5,3,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,4,5,3,5,2,2,4,2,2,2,2,4,4,4,5,5,5,5,5,5,5,5,5,,4,3,3,3,3,3,4,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,5,5,5,3,4,2,2,2,4,4,3,3,3,3,5,3,5,3,5,5,4,4,2,2,4,2,4,3,3,3,3,2,5,5,3,5,5,5,5,4,4,5,5,2,2,5,5,5,2,2,5,1,95,2,100,3,100,4,100,5,70,1,1,95,10,60,20,100,,,,,,100,,100,,100,10,,,,,1,98,2,95,3,99,4,99,,,4,4,4,2,2,2,2,4,5
157,"Executivo - Sisp",32%,3,3,2,5,3,2,3,5,5,5,2,3,4,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,1,1,1,1,3,3,2,3,2,4,4,4,4,2,4,4,4,4,4,4,4,2,2,4,3,4,4,4,5,2,2,5,2,5,2,2,2,3,5,5,2,2,4,4,2,2,2,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,2,3,3,5,3,5,3,4,3,3,3,2,2,3,3,4,2,4,4,3,2,3,4,4,4,3,3,4,3,4,4,3,4,5,5,5,5,3,4,5,2,5,2,4,4,5,2,2,4,3,4,2,2,4,,,,,,,,,,,1,1,95,317,86,119,95,244,99,240,,,100,0,100,0,100,0,100,68,,,99,8,99,99,100,85,95,100,100,0,3,100,4,3,3,3,5,2,2,5,5
158,"Executivo - Sisp",66%,5,5,5,5,3,2,5,5,5,5,5,4,5,5,5,5,3,3,2,2,2,2,4,2,2,4,4,2,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,5,2,5,5,1,3,1,5,5,4,4,2,4,5,1,1,2,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,3,5,3,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,70,62,,,,,,,,,1,1,95,68,90,22,95,0,95,33,95,0,100,0,100,44,100,0,100,0,100,0,96,100,90,73,,,,,,,5,5,4,3,2,3,3,5,5
159,"Executivo - Sisp",60%,5,5,4,5,2,5,5,5,5,5,5,4,5,3,4,4,4,4,3,3,4,4,2,4,4,4,4,4,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,3,3,5,4,4,2,2,2,3,5,5,5,5,4,3,2,5,5,2,,4,3,3,3,3,3,5,3,4,3,5,3,4,3,4,3,4,4,4,3,4,3,3,3,5,5,5,5,5,3,4,3,3,3,3,4,5,4,3,4,3,4,3,3,4,4,5,3,4,3,5,4,4,4,5,5,5,5,5,5,5,5,4,4,2,5,4,5,5,4,5,4,4,4,2,5,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,3,3,2,4
160,"Executivo - Sisp",33%,4,3,2,2,4,2,3,5,5,5,3,4,5,2,3,3,3,2,4,4,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,4,5,5,3,3,3,3,3,3,3,5,5,5,4,4,3,4,5,4,2,4,4,3,2,4,2,2,2,2,2,2,2,2,4,5,4,4,4,4,4,4,2,2,2,,3,2,3,2,3,2,2,2,4,2,4,2,4,2,3,3,3,3,2,2,3,3,3,3,3,5,5,5,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,4,3,2,2,4,3,4,3,3,3,2,5,4,5,4,4,5,4,5,5,4,4,4,2,2,3,4,4,2,2,2,1,100,1,90,350,0,1,70,,,1,1,70,70,50,50,30,100,20,100,20,100,85,100,100,90,100,30,100,5,,,,,,,,,,,,,4,4,4,4,2,2,2,5,5
161,"Executivo - Sisp",58%,2,2,4,2,3,2,4,5,5,5,5,4,5,4,4,4,2,2,3,3,5,5,3,2,3,4,2,3,2,1,1,1,1,1,1,3,2,2,2,4,4,4,4,4,2,5,5,5,4,5,5,5,5,1,5,4,4,5,5,5,4,4,5,1,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,1,4,2,4,2,4,3,4,3,4,3,4,3,4,3,4,4,4,5,4,2,3,3,3,3,3,3,5,5,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,5,3,4,5,4,4,4,3,5,5,2,4,5,5,5,5,4,5,5,4,4,5,5,5,5,3,4,5,4,5,3,4,4,0,4,122,60,50,16,69,60,129,100,0,1,1,80,4,54,60,62,5,60,62,5,90,50,,,100,0,100,0,100,150,100,230,100,50,,,99,6,100,,,,,,,5,4,4,5,4,2,2,4,5
162,"Executivo - Sisp",64%,5,5,5,5,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,2,2,5,5,5,1,1,1,1,1,1,4,5,5,4,3,1,1,1,1,1,5,5,5,5,5,5,5,5,2,5,4,4,2,5,2,2,2,5,2,5,5,2,2,5,5,5,5,5,5,5,2,4,4,2,,5,5,5,2,3,1,3,1,3,1,3,1,3,1,5,5,5,4,4,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,2,5,4,5,5,5,5,4,5,2,5,4,4,2,5,5,5,2,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,66,6,100,6,100,2,0,2,50,,1,,,,,,,,,,,100,0,100,0,100,0,100,0,0,0,10,100,10,100,4,100,,,,,2,1,1,1,1,1,1,5,5
163,"Executivo - Sisp",49%,2,2,2,5,2,2,5,5,5,5,5,5,5,5,3,3,3,4,4,4,2,2,2,4,4,5,4,3,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,4,4,3,3,5,4,4,4,4,3,3,2,5,2,5,5,2,2,5,5,2,2,2,4,2,2,2,2,2,,4,5,4,3,5,5,5,4,5,5,5,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,4,5,4,4,5,5,5,4,4,3,3,4,3,4,5,3,4,3,4,5,4,2,5,4,4,3,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,1,100,1,5,1,100,150,100,1,1,0,0,5,50,0,0,0,30,0,0,15,20,,,,,,,,,100,95,150,100,100,94,100,94,100,90,5,4,4,4,4,4,4,5,5
164,"Executivo - Sisp",34%,5,5,5,5,2,2,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,1,1,1,1,5,5,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5,5,5,3,2,2,4,3,3,3,3,3,3,1,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,2,2,4,70,80,90,90,100,100,,,,,1,1,10,0,,,,,,,,,90,0,95,0,100,100,,,,,100,0,,,,,,,,,4,3,3,3,3,2,2,3,5
165,"Executivo - Sisp",49%,5,4,4,2,2,2,5,5,4,5,5,4,5,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,5,2,2,2,2,2,2,5,5,4,4,4,5,4,5,4,2,5,5,5,5,5,5,5,5,5,5,4,4,2,4,4,2,2,4,2,4,5,2,2,4,4,5,4,5,5,5,2,2,4,4,,4,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,4,2,2,2,5,5,5,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,4,4,2,2,2,2,5,5,4,4,5,5,5,4,5,3,5,2,4,5,4,5,2,3,5,1,100,14,100,1,100,1515,81,8,100,1,1,80,100,,,,,,,,,20,0,0,0,,,,,,,1,100,1,100,1,100,1,100,1,100,5,4,4,1,2,2,2,5,5
166,"Executivo - Sisp",76%,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,4,4,5,5,4,2,2,4,5,5,5,5,4,5,5,2,5,5,2,,5,4,4,5,4,2,3,2,4,2,3,2,2,2,5,5,5,5,3,3,5,4,5,5,3,3,3,3,5,3,3,3,3,3,4,4,3,3,2,3,2,4,3,4,3,5,5,5,5,5,5,3,3,3,3,3,4,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,,,,,10,67,,,,,1,1,92,0,88,0,67,0,60,0,50,0,100,0,100,0,100,0,100,0,100,0,9,99,10,67,6,99,14,100,9,99,4,4,4,5,3,2,2,4,5
167,"Executivo - Sisp",75%,5,5,1,5,1,4,5,5,5,5,5,3,5,5,4,5,5,5,4,4,4,4,4,1,5,5,5,5,5,2,2,2,2,2,2,5,5,5,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,2,2,5,5,5,5,4,4,5,5,5,5,5,5,1,5,4,3,3,3,3,3,3,3,3,5,5,4,5,3,5,5,5,5,5,3,3,3,3,3,5,3,3,3,5,5,5,3,3,3,3,3,4,3,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,100,100,100,100,95,100,100,100,100,1,1,95,5,0,100,0,100,0,100,98,2,100,30,100,0,,,,,,,,,,,,,,,,,5,5,5,5,4,3,3,5,4
168,"Executivo - Sisp",64%,5,5,4,4,3,2,5,5,5,5,4,4,4,3,3,3,3,3,5,5,2,5,2,3,3,3,3,3,4,1,1,1,1,1,1,5,5,5,2,5,2,2,2,4,5,5,5,5,3,5,5,2,5,2,5,4,5,5,5,5,5,5,5,2,5,4,2,4,5,5,3,3,3,5,5,2,5,5,5,,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,2,2,2,2,4,4,2,3,3,5,5,5,3,5,4,4,5,4,4,4,3,4,3,5,3,5,3,5,5,4,5,4,4,5,2,5,5,4,4,2,5,5,5,2,5,5,2,5,5,5,5,5,2,2,5,5,5,4,3,5,3,100,5,100,2,100,5,100,3,100,1,1,0,0,0,0,0,0,0,0,,,100,0,100,0,100,0,100,0,,,98,100,98,100,99,100,80,100,,,4,4,4,4,4,3,2,4,4
169,"Executivo - Sisp",35%,4,4,4,5,2,3,4,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,3,3,4,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,5,2,2,2,2,2,2,3,3,2,2,3,3,2,3,3,2,1,3,3,2,3,3,2,3,2,3,2,3,2,3,2,2,3,2,4,4,2,3,3,3,3,2,5,3,2,3,3,4,3,2,3,3,3,2,3,2,3,3,3,3,3,2,3,5,5,5,4,5,3,3,3,3,4,2,5,5,5,4,4,5,5,5,5,3,5,4,3,2,4,5,5,3,4,6,100,2,100,2,100,70,100,100,100,,,,,,,,,,,,,,,,,,,,,,,95,90,95,90,100,100,,,,,4,3,3,3,3,2,2,3,5
